2026-04-18 01:06:04,046 INFO [dump-all-ok] service.vgroupMapping.crm_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

2026-04-18 01:06:04,050 INFO [dump-all-ok] service.vgroupMapping.admin_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

2026-04-18 01:06:04,050 INFO [dump-all-ok] store.mode+SEATA_GROUP, 1776250016000, length=2, md5=d77d5e503ad1439f585ac494268b351b

2026-04-18 01:06:04,051 INFO [dump-all-ok] store.db.datasource+SEATA_GROUP, 1776250016000, length=5, md5=3d650fb8a5df01600281d48c47c9fa60

2026-04-18 01:06:04,051 INFO [dump-all-ok] store.db.dbType+SEATA_GROUP, 1776250016000, length=5, md5=81c3b080dad537de7e10e0987a4bf52e

2026-04-18 01:06:04,052 INFO [dump-all-ok] store.db.driverClassName+SEATA_GROUP, 1776250016000, length=21, md5=683cf0c3a5a56cec94dfac94ca16d760

2026-04-18 01:06:04,053 INFO [dump-all-ok] store.db.url+SEATA_GROUP, 1776250016000, length=45, md5=ee003b5933de46576bbec4a95ac2d535

2026-04-18 01:06:04,053 INFO [dump-all-ok] store.db.user+SEATA_GROUP, 1776250016000, length=4, md5=63a9f0ea7bb98050796b649e85481845

2026-04-18 01:06:04,054 INFO [dump-all-ok] store.db.password+SEATA_GROUP, 1776250016000, length=8, md5=5f4dcc3b5aa765d61d8327deb882cf99

2026-04-18 01:06:04,054 INFO [dump-all-ok] store.db.minConn+SEATA_GROUP, 1776250016000, length=1, md5=e4da3b7fbbce2345d7772b0674a318d5

2026-04-18 01:06:04,055 INFO [dump-all-ok] store.db.maxConn+SEATA_GROUP, 1776250016000, length=2, md5=34173cb38f07f89ddbebc2ac9128303f

2026-04-18 01:06:04,055 INFO [dump-all-ok] store.db.globalTable+SEATA_GROUP, 1776250016000, length=12, md5=8b28fb6bb4c4f984df2709381f8eba2b

2026-04-18 01:06:04,056 INFO [dump-all-ok] store.db.branchTable+SEATA_GROUP, 1776250016000, length=12, md5=54bcdac38cf62e103fe115bcf46a660c

2026-04-18 01:06:04,056 INFO [dump-all-ok] store.db.queryLimit+SEATA_GROUP, 1776250016000, length=3, md5=f899139df5e1059396431415e770c6dd

2026-04-18 01:06:04,056 INFO [dump-all-ok] store.db.lockTable+SEATA_GROUP, 1776250016000, length=10, md5=55e0cae3b6dc6696b768db90098b8f2f

2026-04-18 01:06:04,057 INFO [dump-all-ok] store.db.maxWait+SEATA_GROUP, 1776250016000, length=4, md5=a35fe7f7fe8217b4369a0af4244d1fca

2026-04-18 01:06:04,057 INFO [dump-all-ok] service.vgroupMapping.oa_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

2026-04-18 01:06:04,058 INFO [dump-all-ok] service.vgroupMapping.examine_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

2026-04-18 01:06:04,058 INFO [dump-all-ok] service.vgroupMapping.hrm_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

2026-04-18 01:06:04,059 INFO [dump-all-ok] service.vgroupMapping.jxc_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

2026-04-18 01:30:31,030 WARN [dump-ignore] ignore to save cache file. groupKey=store.db.user+SEATA_GROUP, md5=63a9f0ea7bb98050796b649e85481845, lastModifiedOld=1776250016000, lastModifiedNew=1776447030963

2026-04-18 01:30:39,851 WARN [dump-ignore] ignore to save cache file. groupKey=store.db.password+SEATA_GROUP, md5=5f4dcc3b5aa765d61d8327deb882cf99, lastModifiedOld=1776250016000, lastModifiedNew=1776447039720

2026-04-18 01:34:51,751 INFO [dump-all-ok] service.vgroupMapping.crm_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

2026-04-18 01:34:51,752 INFO [dump-all-ok] service.vgroupMapping.admin_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

2026-04-18 01:34:51,752 INFO [dump-all-ok] store.mode+SEATA_GROUP, 1776250016000, length=2, md5=d77d5e503ad1439f585ac494268b351b

2026-04-18 01:34:51,752 INFO [dump-all-ok] store.db.datasource+SEATA_GROUP, 1776250016000, length=5, md5=3d650fb8a5df01600281d48c47c9fa60

2026-04-18 01:34:51,753 INFO [dump-all-ok] store.db.dbType+SEATA_GROUP, 1776250016000, length=5, md5=81c3b080dad537de7e10e0987a4bf52e

2026-04-18 01:34:51,753 INFO [dump-all-ok] store.db.driverClassName+SEATA_GROUP, 1776250016000, length=21, md5=683cf0c3a5a56cec94dfac94ca16d760

2026-04-18 01:34:51,754 INFO [dump-all-ok] store.db.url+SEATA_GROUP, 1776447021000, length=104, md5=1cb8e1e264c7fb6690f045c8552836d5

2026-04-18 01:34:51,754 INFO [dump-all-ok] store.db.user+SEATA_GROUP, 1776447031000, length=4, md5=63a9f0ea7bb98050796b649e85481845

2026-04-18 01:34:51,755 INFO [dump-all-ok] store.db.password+SEATA_GROUP, 1776447040000, length=8, md5=5f4dcc3b5aa765d61d8327deb882cf99

2026-04-18 01:34:51,755 INFO [dump-all-ok] store.db.minConn+SEATA_GROUP, 1776250016000, length=1, md5=e4da3b7fbbce2345d7772b0674a318d5

2026-04-18 01:34:51,756 INFO [dump-all-ok] store.db.maxConn+SEATA_GROUP, 1776250016000, length=2, md5=34173cb38f07f89ddbebc2ac9128303f

2026-04-18 01:34:51,756 INFO [dump-all-ok] store.db.globalTable+SEATA_GROUP, 1776250016000, length=12, md5=8b28fb6bb4c4f984df2709381f8eba2b

2026-04-18 01:34:51,757 INFO [dump-all-ok] store.db.branchTable+SEATA_GROUP, 1776250016000, length=12, md5=54bcdac38cf62e103fe115bcf46a660c

2026-04-18 01:34:51,757 INFO [dump-all-ok] store.db.queryLimit+SEATA_GROUP, 1776250016000, length=3, md5=f899139df5e1059396431415e770c6dd

2026-04-18 01:34:51,758 INFO [dump-all-ok] store.db.lockTable+SEATA_GROUP, 1776250016000, length=10, md5=55e0cae3b6dc6696b768db90098b8f2f

2026-04-18 01:34:51,758 INFO [dump-all-ok] store.db.maxWait+SEATA_GROUP, 1776250016000, length=4, md5=a35fe7f7fe8217b4369a0af4244d1fca

2026-04-18 01:34:51,758 INFO [dump-all-ok] service.vgroupMapping.oa_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

2026-04-18 01:34:51,759 INFO [dump-all-ok] service.vgroupMapping.examine_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

2026-04-18 01:34:51,759 INFO [dump-all-ok] service.vgroupMapping.hrm_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

2026-04-18 01:34:51,760 INFO [dump-all-ok] service.vgroupMapping.jxc_tx_group+SEATA_GROUP, 1776250016000, length=7, md5=c21f969b5f03d33d43e04f8f136e7682

